title,type,source,episodes,status,rating,score,scored_by,rank,popularity,members,favorites,year,season,has_year,has_season,genres,demographics
Mameushi-kun,Ova,Picture Book,3,Finished Airing,G - ALL AGES,-1.0,0.0,17879,25047,109,0,-1,Unknown,0,0,"Comedy, Fantasy",Kids
Tarou no Tomodachi,Ova,Picture Book,2,Finished Airing,G - ALL AGES,-1.0,0.0,15101,25980,95,0,-1,Unknown,0,0,Adventure,Kids
Mianhua Tang He Yunduo Mama: Baobei Xin Jihua,Movie,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,18102,24548,118,0,-1,Unknown,0,0,"Adventure, Comedy",Kids
"Mianhua Tang He Yunduo Mama: ""Niu"" Zhuan Qiankun",Special,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,18101,25942,96,0,-1,Unknown,0,0,"Adventure, Comedy",Kids
Chessboard,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,22690,173,0,-1,Unknown,0,0,,Kids
I.m.,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,26787,84,0,-1,Unknown,0,0,,Kids
Ashiato,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,25500,102,0,-1,Unknown,0,0,,Kids
Niger Monogatari,Movie,Picture Book,1,Finished Airing,G - ALL AGES,-1.0,0.0,18545,26136,93,0,-1,Unknown,0,0,Fantasy,
Kiyasu Kouhei no Sekai,Ova,Original,8,Finished Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,17352,26051,94,0,-1,Unknown,0,0,Comedy,
Ingel,Music,Original,1,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),-1.0,0.0,99999,22834,167,0,-1,Unknown,0,0,Horror,
Untouchable,Music,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,99999,23430,145,0,-1,Unknown,0,0,,
Dramatic Nounai,Tv,Original,4,Finished Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,20698,22536,179,0,2022,Spring,1,1,"Comedy, Sports",
Shi Yi Nanhai,Movie,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,14536,22509,180,0,-1,Unknown,0,0,Drama,
Mao Nian Haian,Movie,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,20355,23296,150,0,-1,Unknown,0,0,Drama,
Fengkuang Xiao Shijie,Movie,Original,1,Finished Airing,PG - CHILDREN,-1.0,0.0,20873,24878,112,0,-1,Unknown,0,0,"Adventure, Fantasy",Kids
Bai Bian Mading: Guaishou Da Zuozhan,Movie,Original,1,Finished Airing,PG - CHILDREN,-1.0,0.0,19639,24170,126,0,-1,Unknown,0,0,"Adventure, Fantasy",Kids
Shimajirou no Wow! Movie 11: Shimajirou to Yuuki no Uta,Movie,Other,1,Finished Airing,G - ALL AGES,-1.0,0.0,14573,23624,139,0,-1,Unknown,0,0,"Adventure, Fantasy",Kids
Cha A Er Zhong Movie,Movie,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,20064,23903,132,0,-1,Unknown,0,0,Comedy,Kids
Hantu de Qihuan Zhi Lu,Movie,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,21316,23718,137,0,-1,Unknown,0,0,"Adventure, Comedy, Fantasy",
Huanle Conglin: Wai Xīng Renda Maoxian,Movie,Original,1,Finished Airing,PG - CHILDREN,-1.0,0.0,21635,24428,121,0,-1,Unknown,0,0,"Adventure, Comedy, Fantasy",Kids
Zhongkui,Movie,Unknown,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,16682,22209,194,0,-1,Unknown,0,0,"Action, Fantasy",
Meng Shu Da Maoxian,Movie,Novel,1,Finished Airing,G - ALL AGES,-1.0,0.0,18042,23878,133,0,-1,Unknown,0,0,Adventure,Kids
Chaoji Yingxiong Mei Hou Wang: Qi Tianer,Movie,Unknown,1,Finished Airing,G - ALL AGES,-1.0,0.0,20129,22965,162,0,-1,Unknown,0,0,"Action, Fantasy",
Qian Ting Zong Dong Yuan: Huan You Diqiu 80 Tian,Movie,Original,1,Finished Airing,PG - CHILDREN,-1.0,0.0,19108,24341,123,0,-1,Unknown,0,0,Adventure,Kids
Qian Ting Zong Dong Yuan 8: Di Xin Youji,Movie,Original,1,Finished Airing,PG - CHILDREN,-1.0,0.0,19111,24341,123,0,-1,Unknown,0,0,Adventure,Kids
Fei Xiang Yueqiu,Movie,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,20837,22925,164,0,-1,Unknown,0,0,Sci-Fi,
Hello Carbot: Susanghan Masuldanui Bimil,Movie,Original,1,Finished Airing,PG - CHILDREN,-1.0,0.0,21419,24179,126,0,-1,Unknown,0,0,Action,Kids
Hello Carbot: Dalnalaleul Guhaejwo!,Movie,Original,1,Finished Airing,PG - CHILDREN,-1.0,0.0,21417,24718,115,0,-1,Unknown,0,0,"Action, Adventure",Kids
Hello Carbot: Ompaloseu Seomui Bimil,Movie,Original,1,Finished Airing,PG - CHILDREN,-1.0,0.0,21418,24502,119,0,-1,Unknown,0,0,"Action, Adventure",Kids
Hello Carbot: Baegaggi Sidae,Movie,Original,1,Finished Airing,PG - CHILDREN,-1.0,0.0,21416,24811,113,0,-1,Unknown,0,0,"Action, Adventure",Kids
Hello Carbot Season 12,Tv,Original,39,Finished Airing,PG - CHILDREN,-1.0,0.0,21399,23285,150,0,2022,Spring,1,1,Action,Kids
Hello Carbot Season 11,Tv,Original,26,Finished Airing,PG - CHILDREN,-1.0,0.0,21398,22204,194,0,2021,Summer,1,1,Action,Kids
Hello Carbot Season 10,Tv,Original,26,Finished Airing,PG - CHILDREN,-1.0,0.0,21397,23650,139,0,2021,Winter,1,1,Action,Kids
Hello Carbot Season 9,Tv,Original,26,Finished Airing,PG - CHILDREN,-1.0,0.0,21414,21631,222,0,2020,Summer,1,1,Action,Kids
Hello Carbot Season 8,Tv,Original,26,Finished Airing,PG - CHILDREN,-1.0,0.0,21413,22386,185,0,2020,Winter,1,1,Action,Kids
Hello Carbot Season 7 Specials: Hello Seupineobeul,Special,Original,4,Finished Airing,PG - CHILDREN,-1.0,0.0,21412,24501,119,0,-1,Unknown,0,0,Action,Kids
Hello Carbot Kung Specials: Alkabosgwa Dongmul Chingudeul,Special,Original,6,Finished Airing,PG - CHILDREN,-1.0,0.0,21395,24689,115,0,-1,Unknown,0,0,Action,Kids
Hello Carbot Kung,Tv,Original,26,Finished Airing,PG - CHILDREN,-1.0,0.0,21395,24230,125,0,2018,Summer,1,1,Action,Kids
Hello Carbot Season 7,Tv,Original,38,Finished Airing,PG - CHILDREN,-1.0,0.0,21410,23993,130,0,2019,Spring,1,1,Action,Kids
Hello Carbot Season 6 Specials: Dongmul Gujodae,Special,Original,4,Finished Airing,PG - CHILDREN,-1.0,0.0,21410,24577,118,0,-1,Unknown,0,0,Action,Kids
Hello Carbot Season 6,Tv,Original,26,Finished Airing,PG - CHILDREN,-1.0,0.0,21409,24160,127,0,2018,Spring,1,1,Action,Kids
Sinbi Apartment: Bugiui Balmyeongpumeul Chajala!,Special,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,14763,23126,156,0,-1,Unknown,0,0,"Fantasy, Supernatural",Kids
Sinbi Apartment: Dasi Mannan Cheolgungiwa Cheolwon Woljeongliui Jeonseol,Special,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,14767,23726,137,0,-1,Unknown,0,0,"Fantasy, Supernatural",Kids
"Sinbi Apartment: Cheolwonui Supsog Toemasa, Cheolgungi",Special,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,14761,24086,128,0,-1,Unknown,0,0,"Fantasy, Supernatural",Kids
Sinbi Apartment: Joseontoemasillog,Ona,Original,4,Finished Airing,G - ALL AGES,-1.0,0.0,14784,21897,210,0,-1,Unknown,0,0,"Mystery, Supernatural",Kids
Sinbi Apartment: Bichui Baempaieowa Eodumui Ai,Ona,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,14762,22182,195,0,-1,Unknown,0,0,"Mystery, Supernatural",Kids
Hello Carbot Season 13,Tv,Original,26,Finished Airing,PG - CHILDREN,-1.0,0.0,18840,23036,160,0,2023,Spring,1,1,Action,Kids
Sinbi Apartment Movie: Chawondokkaebiwa 7 Gaeui Segye,Movie,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,14760,22078,200,0,-1,Unknown,0,0,Fantasy,Kids
Hello Carbot × Mecard Ball,Special,Original,4,Finished Airing,PG - CHILDREN,-1.0,0.0,21394,23334,149,0,-1,Unknown,0,0,Action,Kids
Chuldong! Super Wings 7,Tv,Original,40,Finished Airing,PG - CHILDREN,-1.0,0.0,20276,23075,158,1,2023,Winter,1,1,Adventure,Kids
Chuldong! Super Wings 6,Tv,Original,39,Finished Airing,PG - CHILDREN,-1.0,0.0,20275,23109,157,0,2022,Winter,1,1,Adventure,Kids
Chuldong! Super Wings 5,Tv,Original,40,Finished Airing,PG - CHILDREN,-1.0,0.0,20274,23512,143,0,2021,Spring,1,1,Adventure,Kids
Chuldong! Super Wings 4,Tv,Original,40,Finished Airing,PG - CHILDREN,-1.0,0.0,20273,23327,149,0,2020,Spring,1,1,Adventure,Kids
Running Man: Revengers,Movie,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,19339,23958,131,0,-1,Unknown,0,0,"Action, Adventure",Kids
Sinbi Apartment: Ghost Ball Z,Tv,Original,24,Finished Airing,G - ALL AGES,-1.0,0.0,14770,21977,206,1,2021,Fall,1,1,"Fantasy, Supernatural",Kids
Huanle Lusasa,Ona,Original,13,Finished Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,21637,27910,74,0,-1,Unknown,0,0,Slice of Life,Kids
Hello Carbot Season 5 Specials: Jiguleul Butaghae,Special,Original,4,Finished Airing,PG - CHILDREN,-1.0,0.0,21408,24374,122,0,-1,Unknown,0,0,Action,Kids
Hello Carbot Season 5,Tv,Original,52,Finished Airing,PG - CHILDREN,-1.0,0.0,21406,23674,138,0,2017,Winter,1,1,Action,Kids
Hello Carbot Season 4,Tv,Original,26,Finished Airing,PG - CHILDREN,-1.0,0.0,21406,23845,134,0,2016,Summer,1,1,Action,Kids
Hello Carbot Season 3 Specials: Yeongungui Deungjang,Special,Original,4,Finished Airing,PG - CHILDREN,-1.0,0.0,21405,24665,116,0,-1,Unknown,0,0,Action,Kids
Hello Carbot Season 3,Tv,Original,26,Finished Airing,PG - CHILDREN,-1.0,0.0,21404,23774,136,0,2016,Winter,1,1,Action,Kids
Hello Carbot Season 2,Tv,Original,26,Finished Airing,PG - CHILDREN,-1.0,0.0,21403,24028,130,0,2015,Spring,1,1,Action,Kids
Hello Carbot Specials: Pentastorm,Special,Original,4,Finished Airing,PG - CHILDREN,-1.0,0.0,21415,24733,114,0,-1,Unknown,0,0,Action,Kids
Hello Carbot,Tv,Original,26,Finished Airing,PG - CHILDREN,-1.0,0.0,21392,22537,179,0,2014,Summer,1,1,Action,Kids
Tea Tea Cherry Specials,Special,Original,4,Finished Airing,PG - CHILDREN,-1.0,0.0,15122,24841,112,0,-1,Unknown,0,0,"Adventure, Fantasy",Kids
Tea Tea Cherry,Tv,Original,26,Finished Airing,PG - CHILDREN,-1.0,0.0,15121,23429,145,0,2022,Winter,1,1,"Adventure, Fantasy",Kids
Mecard Ball Mega,Tv,Original,26,Finished Airing,PG - CHILDREN,-1.0,0.0,17986,23190,154,0,2022,Fall,1,1,Action,Kids
Mecard Ball,Tv,Original,52,Finished Airing,PG - CHILDREN,-1.0,0.0,17985,22942,163,0,2021,Fall,1,1,Action,Kids
Yogoe Mecard Specials,Special,Original,3,Finished Airing,PG - CHILDREN,-1.0,0.0,16413,24522,119,0,-1,Unknown,0,0,Action,Kids
Yogoe Mecard Wangma,Ona,Original,8,Finished Airing,PG - CHILDREN,-1.0,0.0,16414,22082,200,0,-1,Unknown,0,0,Action,Kids
Yogoe Mecard,Ona,Original,26,Finished Airing,PG - CHILDREN,-1.0,0.0,16412,21616,223,0,-1,Unknown,0,0,Action,Kids
Charging Topspinner,Tv,Original,26,Finished Airing,G - ALL AGES,-1.0,0.0,20139,21996,204,0,2023,Spring,1,1,Action,Kids
Super Wings the Movie: Maximum Speed,Movie,Original,1,Finished Airing,PG - CHILDREN,-1.0,0.0,14970,23250,151,0,-1,Unknown,0,0,Adventure,Kids
The 3 Meisama Anime wa Anime de Arissho!,Ova,Manga,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,15160,26935,83,0,-1,Unknown,0,0,Comedy,
Arinko Hepo: Futari no Himitsu Kichi,Ona,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,19541,23511,143,0,-1,Unknown,0,0,Fantasy,Kids
Yi Kong Zhan Ge,Ona,Game,15,Finished Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,16364,16109,664,1,-1,Unknown,0,0,"Action, Fantasy",
Hua Xianzi: Mofa Xiang Dui Lun,Ona,Original,0,Not Yet Aired,UNKNOWN,-1.0,0.0,99999,15032,882,3,-1,Unknown,0,0,"Adventure, Drama",
Geats Extra: Geats Anime - Another Grand Prix,Ona,Other,8,Finished Airing,G - ALL AGES,-1.0,0.0,21036,21758,216,0,-1,Unknown,0,0,Comedy,
Akubi no Mukou ni Tobidasou,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,24296,123,0,-1,Unknown,0,0,,Kids
Aji no Hiraki no Sandogasa,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,22876,165,0,-1,Unknown,0,0,,Kids
Run to Run,Music,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,99999,23450,145,0,-1,Unknown,0,0,,
Relief,Music,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,99999,24204,126,0,-1,Unknown,0,0,Avant Garde,
Ai ni Iku no.,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,22173,195,0,-1,Unknown,0,0,Slice of Life,Kids
A A B C,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,23026,160,0,-1,Unknown,0,0,,Kids
Kimi ni Sachi Are,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,24326,123,0,-1,Unknown,0,0,,Kids
Urahara (Unknown),Unknown,Original,0,Not Yet Aired,UNKNOWN,-1.0,0.0,99999,16030,679,2,-1,Unknown,0,0,,
Kokyuu no Omamori,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,26130,93,0,-1,Unknown,0,0,,
Tettou,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,25531,102,0,-1,Unknown,0,0,,Kids
Yotsukado no Melody,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,24849,112,0,-1,Unknown,0,0,,Kids
Kanshajou,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,26582,86,0,-1,Unknown,0,0,,Kids
Chikyuu ga Ichimai no Ita Dattara,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,23271,151,0,-1,Unknown,0,0,,Kids
Xi Xing Ji: Nian Fan,Ona,Manga,64,Finished Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,15765,16430,618,0,-1,Unknown,0,0,"Action, Adventure, Fantasy",
Matatabi Movie Labo,Ona,Original,0,Currently Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,17947,23583,140,0,-1,Unknown,0,0,Comedy,
Duo Xuan Shi: Qian Qing Pian,Ona,Other,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,20746,19506,346,0,-1,Unknown,0,0,"Action, Fantasy",
Gyakusou Shoujo,Music,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,99999,23204,154,0,-1,Unknown,0,0,Comedy,
Kakumei no Overture,Music,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,99999,22408,184,0,-1,Unknown,0,0,,
Jijia Yingxiong Movie: Wo Yu Wo Dengyu Wuxian Da,Movie,Game,1,Finished Airing,PG - CHILDREN,-1.0,0.0,16897,23874,133,0,-1,Unknown,0,0,Action,Kids
Owlish,Music,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,99999,22305,189,0,-1,Unknown,0,0,,
Balala Xiao Mo Xian: Mofa Xing Yuan Bao,Tv,Original,26,Finished Airing,PG - CHILDREN,-1.0,0.0,19700,20877,265,0,2022,Spring,1,1,Fantasy,Kids
Balala Xiao Mo Xian: Mofa Hai Ying Bao 2nd Season,Tv,Original,26,Finished Airing,PG - CHILDREN,-1.0,0.0,19700,21994,204,1,-1,Unknown,0,0,"Comedy, Fantasy",
Neko no Nichiyoubi,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,25341,105,0,-1,Unknown,0,0,,
Penguin Paradise,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,24198,126,0,-1,Unknown,0,0,,Kids
Kagayaite Ite: 10 Years After,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,24202,125,0,-1,Unknown,0,0,,Kids
Ichou no Dance,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,24234,125,0,-1,Unknown,0,0,,Kids
Kaijuu Sekai Seifuku,Ona,Web Manga,4,Finished Airing,G - ALL AGES,-1.0,0.0,17095,21056,254,0,-1,Unknown,0,0,Slice of Life,
Innocent Tyrant,Music,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,99999,22965,162,0,-1,Unknown,0,0,,
Prison Land,Music,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,99999,22775,169,0,-1,Unknown,0,0,,
Daimyou Gyouretsu,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,24278,124,0,-1,Unknown,0,0,,Kids
Boku Kakkoii deshou,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,23963,131,0,-1,Unknown,0,0,,Kids
Bambi,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,23162,155,0,-1,Unknown,0,0,,
Teruteru Bouzu wa Osamurai,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,24909,111,0,-1,Unknown,0,0,,Kids
‎Honekko Parade,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,22175,195,0,-1,Unknown,0,0,Supernatural,
Omoide ni Tokenagara,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,24075,129,0,-1,Unknown,0,0,,Kids
Tousan no Sebangou,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,23865,133,0,-1,Unknown,0,0,Sports,Kids
Yuurei Nandaze,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,23983,131,0,-1,Unknown,0,0,Supernatural,Kids
Buffett Shenmi Julebu 2nd Season,Tv,Original,26,Finished Airing,PG - CHILDREN,-1.0,0.0,19976,26239,91,0,-1,Unknown,0,0,,Kids
Bio-Sensor,Movie,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,17319,23110,157,0,-1,Unknown,0,0,Avant Garde,
Nanairo no Tane,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,25364,104,0,-1,Unknown,0,0,,
Heaven and Hell,Music,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,99999,23277,151,0,-1,Unknown,0,0,Avant Garde,
Dokuhaku (Iori Kanzaki Remix),Music,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,99999,23456,145,0,-1,Unknown,0,0,,
Mad Hatter,Music,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,99999,23440,145,0,-1,Unknown,0,0,Fantasy,
One,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,23298,150,0,-1,Unknown,0,0,,
Long Shidai,Ona,Web Novel,26,Finished Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,17750,19491,346,1,-1,Unknown,0,0,"Action, Fantasy",
Shi Wangzhe A? 2nd Season,Ona,Game,13,Finished Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,14542,18620,411,0,-1,Unknown,0,0,"Comedy, Fantasy",
Synapusyu The Movie: Push Hoppe New World,Movie,Unknown,1,Finished Airing,PG - CHILDREN,-1.0,0.0,14993,22148,197,0,-1,Unknown,0,0,"Adventure, Fantasy",
Utopia (2020),Music,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,99999,23527,143,0,-1,Unknown,0,0,,
Huan Bing Ji,Ona,Game,1,Finished Airing,G - ALL AGES,-1.0,0.0,21607,26514,87,1,-1,Unknown,0,0,"Action, Comedy",
AOTU Shijie 3 Specials,Ona,Web Manga,4,Finished Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,16961,23644,139,0,-1,Unknown,0,0,"Adventure, Fantasy, Sci-Fi",
Seizoki,Movie,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,14309,24452,120,0,-1,Unknown,0,0,Avant Garde,
Anapoko,Movie,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,19483,23707,137,0,-1,Unknown,0,0,Avant Garde,
Aruiwa Eiga no Yona,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,22922,164,0,-1,Unknown,0,0,,
Shinbigan,Music,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,99999,22391,185,0,-1,Unknown,0,0,Romance,
Ai Okure,Music,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,99999,22104,198,0,-1,Unknown,0,0,,
Brownie,Music,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,99999,23453,145,0,-1,Unknown,0,0,,
Uju Kuju?,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,24128,127,0,-1,Unknown,0,0,,Kids
Mopemope,Music,Original,1,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),-1.0,0.0,99999,22988,161,1,-1,Unknown,0,0,"Avant Garde, Horror",
Suisou,Movie,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,14950,26032,94,0,-1,Unknown,0,0,Avant Garde,
Kotodama,Music,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,99999,22452,183,0,-1,Unknown,0,0,,
Majo (Shin),Music,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,99999,22410,184,0,-1,Unknown,0,0,,
Kyoumei,Music,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,99999,22492,181,0,-1,Unknown,0,0,,
Nakimushi Schrödinger,Music,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,99999,24550,118,0,-1,Unknown,0,0,,
Enrai,Music,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,99999,24156,127,0,-1,Unknown,0,0,,
Shijuuku Nichi,Music,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,99999,22763,170,0,-1,Unknown,0,0,,
Bokura no Saishuu Sensou,Music,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,99999,22169,196,0,-1,Unknown,0,0,,
Future Tone Bender,Music,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,99999,22803,168,0,-1,Unknown,0,0,Sci-Fi,
Kamekame Dance,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,24325,123,0,-1,Unknown,0,0,,Kids
Haru Natsu Aki Fuyu,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,24687,115,0,-1,Unknown,0,0,,Kids
Watashi wa Jinrui,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,23183,154,0,-1,Unknown,0,0,Avant Garde,
Yami Shoku no Asa,Music,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,99999,23869,133,0,-1,Unknown,0,0,,
Laundry,Music,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,99999,24700,115,0,-1,Unknown,0,0,,
Gyaku Isekai Tensei Agent Eiko-san,Ona,Unknown,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,18669,19707,333,0,-1,Unknown,0,0,"Comedy, Fantasy",
BeyWarriors: Cyborg,Ona,Original,26,Finished Airing,PG - CHILDREN,-1.0,0.0,19837,19158,368,0,-1,Unknown,0,0,"Action, Sci-Fi",
Jangmiyeogwan,Movie,Unknown,1,Finished Airing,UNKNOWN,-1.0,0.0,16806,24291,123,0,-1,Unknown,0,0,Slice of Life,
Ring a Bell,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,25153,108,0,-1,Unknown,0,0,,Kids
Nee Shitteru kai,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,24628,117,0,-1,Unknown,0,0,,Kids
Kani-san Kani-san,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,24481,119,0,-1,Unknown,0,0,,Kids
Yuusha-kei ni Shosu: Choubatsu Yuusha 9004-tai Keimu Kiroku,Tv,Light Novel,0,Not Yet Aired,UNKNOWN,-1.0,0.0,99999,5114,21254,70,2026,Winter,1,1,"Action, Adventure, Fantasy",
Sabikui Bisco Season 2,Tv,Light Novel,0,Not Yet Aired,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,99999,4576,27838,57,-1,Unknown,0,0,"Action, Adventure, Fantasy, Sci-Fi",
Mirage Code,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,22679,173,0,-1,Unknown,0,0,,
Dooppel!,Movie,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,20623,24440,120,0,-1,Unknown,0,0,Action,
Soba ni Ite yo Teddy Bear,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,24742,114,0,-1,Unknown,0,0,,Kids
Tadaima Shiawase,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,24456,120,0,-1,Unknown,0,0,,Kids
Terrarium Adventure,Ona,Web Novel,3,Finished Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,15157,17531,497,1,-1,Unknown,0,0,Fantasy,
Circle,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,22646,174,0,-1,Unknown,0,0,,
Kareha no Komoriuta,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,24191,126,0,-1,Unknown,0,0,,Kids
Boogie-Woogie Gorilla,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,24217,125,0,-1,Unknown,0,0,,Kids
Fine,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,24444,120,0,-1,Unknown,0,0,,
Hi! Hi! Hi! Hi!,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,24180,126,0,-1,Unknown,0,0,,
Mundeug,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,24204,125,0,-1,Unknown,0,0,,
Halujong-il Buleuji,Music,Original,1,Finished Airing,G - ALL AGES,-1.0,0.0,99999,24286,124,0,-1,Unknown,0,0,,
Skulls in the Stars,Music,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,-1.0,0.0,99999,23915,132,0,-1,Unknown,0,0,,
Yu Zhi Ge,Ona,Other,1,Finished Airing,G - ALL AGES,-1.0,0.0,16487,25243,106,0,-1,Unknown,0,0,Drama,
